speed,speed_med_5,speed_med_20,speed_SD_5,speed_SD_20,acceleration,acceleration_med_5,acceleration_med_20,acceleration_SD_5,acceleration_SD_20,angular_speed,angular_speed_med_5,angular_speed_med_20,angular_speed_SD_5,angular_speed_SD_20,angular_acceleration,angular_acceleration_med_5,angular_acceleration_med_20,angular_acceleration_SD_5,angular_acceleration_SD_20,angle_diff,angle_diff_med_5,angle_diff_med_20,angle_diff_SD_5,angle_diff_SD_20,tag,lon,lat
7.0,5.0,5.0,1.4624940645653537,1.3111095547141778,0.2,0.2,0.0,0.23169064624096408,0.25898899289146404,20.2,26.33333333333333,26.33333333333333,28.445174144286153,27.95828364592646,0.0399999999999998,0.6333333333333335,0.0399999999999998,11.081875120663753,9.311258909875509,1,1,0,181.80430565736214,155.9120328373377,1,114.36989,35.406663
2.0,5.0,5.0,1.699673171197595,1.4907119849998596,-1.25,0.2,0.0,0.5585820341622965,0.43931940909761374,80.5,26.33333333333333,56.6,26.029008775585485,29.236618364562304,15.075,0.6333333333333335,0.2399999999999991,9.384761996277057,9.67515978692005,221,1,0,150.42652322276444,163.20632817251771,1,114.369968,35.406641
3.0,5.0,5.0,1.699673171197595,1.4995068222783023,0.2,0.2,0.0,0.566972956439135,0.427194415967169,31.4,31.4,31.4,25.683638718832388,28.218342533861144,-9.82,0.6333333333333335,0.0399999999999998,9.248540659569183,9.86771409637883,-165,1,0,143.5251623312868,163.0079680050521,1,114.369956,35.406663
3.0,5.0,5.0,1.7950549357115015,1.498298354528788,0.0,0.2,0.0,0.5183440513361328,0.411718923120287,42.4,31.4,42.4,22.02930427665795,27.19529416908945,2.2,0.6333333333333335,0.2399999999999991,8.247123009187472,9.50982153063519,55,1,0,135.83047031747577,157.9868891486162,1,114.369951,35.406621
6.0,6.0,5.0,1.8929694486000912,1.4996295838935991,0.6,0.2,0.0,0.5833928541062379,0.4273287686819246,41.2,41.2,41.2,20.454699269904268,26.273299266003647,-0.2399999999999991,0.6333333333333335,0.0399999999999998,7.287173308646289,9.199958151221395,-6,1,0,113.49853156171963,152.62983544073768,1,114.369913,35.406573
4.0,4.0,5.0,1.7716909687891083,1.4577379737113252,-0.4,0.2,0.0,0.5904917912685625,0.4258111132493686,61.2,42.4,42.4,19.731341397212034,25.910679824988296,4.0,2.2,0.2399999999999991,7.3425100253402595,8.9273674122331,100,55,0,116.9439561879488,149.99411446786837,1,114.369913,35.406537
5.0,4.0,5.0,1.3437096247164249,1.4190985978605668,0.2,0.2,0.0,0.5904917912685625,0.41605375913248727,58.2,58.2,42.4,16.161107291546855,25.419512518651693,-0.6,2.2,0.0399999999999998,7.372990357077347,8.67790512995307,-15,55,0,117.85254440283511,145.56210104115553,1,114.369856,35.406556
5.0,5.0,5.0,1.1055415967851332,1.3833221775543036,0.0,0.2,0.0,0.30000000000000004,0.4043318253188913,20.8,42.4,42.4,14.094758679105587,25.225185554968252,-7.480000000000001,-0.2399999999999991,0.0399999999999998,4.9979962651713405,8.684846150110095,-187,-6,0,106.1126236076033,147.78437746332398,1,114.36982,35.406562
7.0,5.0,5.0,1.2909944487358056,1.4528603938781328,0.4,0.2,0.0,0.3197221015541813,0.40346490989676603,20.4,42.4,41.2,16.00905993492435,25.01506474392607,-0.0800000000000004,-0.0800000000000004,0.0,3.56856024500389,8.457135263376829,-2,-2,-1,89.21400612509726,143.85576802638062,1,114.369912,35.406542
6.0,6.0,5.0,0.9574271077563381,1.4448183276799889,-0.2,0.2,0.0,0.3415650255319866,0.39623576034701585,20.0,41.2,41.2,17.699874450276635,24.796241258617318,-0.0799999999999997,-0.0800000000000004,0.0,3.3920429766669464,8.246438891450786,-2,-2,-1,84.80107441667366,140.22467685824776,1,114.370018,35.406522
5.0,5.0,5.0,0.9428090415820634,1.4110030847646717,-0.1666666666666666,0.0,0.0,0.26556485339371383,0.38854698283929545,24.5,24.5,31.4,18.123319845498017,24.413676136839516,0.75,-0.0799999999999997,0.0,3.4364633790505548,8.047822935694919,47,-2,-1,88.34669710231893,137.37883137753644,1,114.370098,35.4065
6.0,6.0,5.0,0.7453559924999298,1.4024771473219557,0.2,0.2,0.0,0.21466310095957397,0.38182118805935333,39.4,24.5,39.4,14.076191483020779,23.852544271581007,2.9799999999999995,-0.0799999999999997,0.0399999999999998,3.2242850197972404,7.874167339490697,50,-2,0,79.5097827663713,134.746141789933,1,114.370114,35.406447
3.0,6.0,5.0,1.247219128924647,1.4208812729015818,-0.6,0.0,0.0,0.31763983019828457,0.3937404043099176,16.6,20.8,31.4,7.421683696364921,23.770461111768082,-4.56,-0.0799999999999997,0.0,3.517643229335359,7.785333458435346,-114,-2,-1,87.05489966426677,133.66285210942667,1,114.370071,35.406396
6.0,6.0,5.0,1.2583057392117916,1.4135996211406143,0.6,0.2,0.0,0.40387780819279645,0.4045363906473986,56.0,24.5,39.4,13.932745202898419,23.546143461585814,7.88,0.75,0.0399999999999998,3.7512594181450876,7.751705423362866,197,47,0,92.51966757878505,137.18651132268394,1,114.370088,35.406399
7.0,6.0,5.0,1.2583057392117916,1.4510685717773644,0.2,0.2,0.0,0.3802614435255023,0.39808765087324394,56.2,39.4,39.4,16.239842979536473,23.322295960923075,0.0400000000000005,0.75,0.0399999999999998,3.7449718141648125,7.597889497521217,1,47,0,92.35694643910416,134.4151777144233,1,114.37,35.406412
8.0,6.0,5.0,1.5723301886761007,1.5442199922988256,0.2,0.2,0.2,0.37338127998992343,0.3919115647135371,56.4,56.0,41.2,16.133651856359805,23.10043371463134,0.0399999999999991,0.75,0.0399999999999998,3.7385666445250854,7.452877440189601,1,47,0,92.19122638419678,131.80528493233749,1,114.369885,35.406426
7.0,7.0,5.0,1.5723301886761007,1.5617161957265195,-0.2,0.2,0.0,0.37712361663282534,0.38693906649852056,56.0,56.0,41.2,14.813244824218028,22.866497114580408,-0.0799999999999997,0.0400000000000005,0.0399999999999991,3.7674704157210486,7.316464040448978,-2,1,0,92.52282000794304,129.34171200215664,1,114.369775,35.406443
8.0,7.0,5.0,1.707825127659933,1.6268631391329105,0.2,0.2,0.2,0.37712361663282534,0.3814765738773923,56.6,56.2,42.4,14.7744900269199,22.647643390290895,0.1200000000000002,0.0400000000000005,0.0399999999999998,3.6728674840722957,7.186361332515059,3,1,0,91.8216871018074,127.01278960990423,1,114.369685,35.406457
6.0,7.0,5.0,0.816496580927726,1.6055788588721125,-0.4,0.2,0.0,0.32145502536643183,0.3827353208192522,45.6,56.2,42.4,3.971006029822781,22.26781438617907,-2.2,0.0400000000000005,0.0399999999999991,3.197700562730802,7.084588724107773,-55,1,0,79.94251406827006,125.19977852301358,1,114.369619,35.406466
4.0,7.0,5.0,1.3743685418725535,1.5933891203622828,-0.4,0.2,0.0,0.2748737083745107,0.3834041802485971,5.0,56.2,42.4,18.733718857243005,22.84835140066773,-8.120000000000001,0.0399999999999991,0.0399999999999991,2.9849176426382913,7.148487111637943,-203,1,0,74.62294106595728,128.25689931626377,1,114.369606,35.406466
0.0,7.0,5.0,2.8136571693556887,1.8139246347754256,-0.8,-0.2,0.0,0.35433819375782166,0.40251047660709594,0.0,56.0,41.2,24.45240274492468,23.572230539497905,-1.0,-0.0799999999999997,0.0,2.9080501294777497,7.037465423585889,-25,-2,-1,72.70125323694373,126.20281646815698,1,114.369624,35.406481
0.0,6.0,5.0,3.1841621957571338,1.986035230679456,0.0,-0.2,0.0,0.31972210155418135,0.3962059649559389,0.0,45.6,41.2,25.835634306128426,24.168131690507696,0.0,-0.0799999999999997,0.0,2.903698790623206,6.927145412907567,0,-2,0,72.59246976558015,124.22635589922132,1,114.369619,35.406477
0.0,4.0,5.0,3.2145502536643185,2.12467250217674,0.0,0.0,0.0,0.334995854037363,0.390188697518857,0.0,5.0,39.4,23.778888862929563,24.66030389523384,0.0,0.0,0.0,2.9121050042118264,6.821855906398048,0,0,0,72.80262510529563,122.33993496723366,1,114.369617,35.406477
0.0,0.0,5.0,2.4267032964268394,2.2385811744809443,0.0,0.0,0.0,0.29814239699997197,0.38443750507656815,0.0,0.0,39.4,16.721410094712574,25.067235980154187,0.0,0.0,0.0,2.8987736870768113,6.721225867768965,0,0,0,72.46934217692028,120.53691877979682,1,114.369611,35.406477
0.0,0.0,5.0,1.49071198499986,2.3334305130394766,0.0,0.0,0.0,0.30550504633038933,0.37893334003552154,0.0,0.0,31.4,1.8633899812498245,25.40333772952786,0.0,0.0,0.0,2.974110511284565,6.624921476404917,0,0,0,74.35276278211411,118.81133732750853,1,114.369606,35.406477
0.0,0.0,5.0,0.0,2.4131519780436133,0.0,0.0,0.0,0.29814239699997197,0.37365901065199353,0.0,0.0,31.4,0.0,25.680040640765842,0.0,0.0,0.0,0.372677996249965,6.532641461706861,0,0,0,9.316949906249123,117.15780220405277,1,114.369605,35.40648
0.0,0.0,5.0,0.0,2.480604087693787,0.0,0.0,0.0,0.0,0.3685989548463725,0.0,0.0,26.33333333333333,0.0,25.906547093165436,0.0,0.0,0.0,0.0,6.444113132971401,0,0,0,0.0,115.57143573027358,1,114.369603,35.40648
0.0,0.0,5.0,0.0,2.5379392691851437,0.0,0.0,0.0,0.0,0.36373904682179165,0.0,0.0,26.33333333333333,0.0,26.090356598721407,0.0,0.0,0.0,0.0,6.35908898549916,0,0,0,0.0,114.04781035640889,1,114.369601,35.406483
0.0,0.0,5.0,0.0,2.5868224195162237,0.0,0.0,0.0,0.0,0.3590664310088314,0.0,0.0,24.5,0.0,26.237645294662354,0.0,0.0,0.0,0.0,6.27734378663173,0,0,0,0.0,112.58289662624054,1,114.369598,35.406483
0.0,0.0,5.0,0.0,2.6285690023280726,0.0,0.0,0.0,0.0,0.3545693788871854,0.0,0.0,24.5,0.0,26.353545723910134,0.0,0.0,0.0,0.0,6.198672063521367,0,0,0,0.0,111.1730183093002,1,114.3696,35.406483
0.0,0.0,4.0,0.0,2.664236449643195,0.0,0.0,0.0,0.0,0.35023716505058267,0.0,0.0,20.8,0.0,26.44235703228247,0.0,0.0,0.0,0.0,6.122885928778811,0,0,0,0.0,109.81481356270122,1,114.3696,35.406481
0.0,0.0,4.0,0.0,2.6946869704069014,0.0,0.0,0.0,0.0,0.34605995953133456,0.0,0.0,20.8,0.0,26.50770548088661,0.0,0.0,0.0,0.0,6.049813191576269,0,0,0,0.0,108.5052011878106,1,114.3696,35.40648
0.0,0.0,4.0,0.0,2.720632064760131,0.0,0.0,0.0,0.0,0.34202873392221855,0.0,0.0,20.4,0.0,26.552668769766765,0.0,0.0,0.0,0.0,5.979295710948719,0,0,0,0.0,107.24135121029803,1,114.369598,35.40648
0.0,0.0,4.0,0.0,2.7426648981969435,0.0,0.0,0.0,0.0,0.33813517925385383,0.0,0.0,20.4,0.0,26.579873541015616,0.0,0.0,0.0,0.0,5.911187955427908,0,0,0,0.0,106.02065914381619,1,114.369597,35.406481
1.0,0.0,4.0,0.372677996249965,2.7373953556863744,0.2,0.0,0.0,0.07453559924999299,0.3359432802083513,3.0,0.0,20.2,1.118033988749895,26.527988206779643,0.6,0.0,0.0,0.22360679774997896,5.845263371452917,15,0,0,5.5901699437494745,104.88494342861941,1,114.369597,35.40648
1.0,0.0,4.0,0.4714045207910317,2.731268911637017,0.0,0.0,0.0,0.07453559924999299,0.332280157276288,2.8,0.0,20.2,1.3682917167849193,26.471716001368907,-0.04,0.0,0.0,0.22705848487901867,5.78165447468434,-1,0,0,5.676462121975467,103.7414446332495,1,114.369602,35.4065
3.0,1.0,4.0,1.0671873729054746,2.702713958842624,0.4,0.0,0.0,0.15275252316519466,0.3341611119053554,0.2,0.2,20.0,1.346600658448277,26.45889849258988,-0.5199999999999999,0.0,0.0,0.32448249396367884,5.721159048480291,-13,0,0,8.112062349091971,102.63666594800165,1,114.369612,35.406526
2.0,1.0,4.0,1.0671873729054748,2.681922506959016,-0.2,0.0,0.0,0.1885618083164127,0.33180785195242735,1.0,1.0,20.0,1.2723556455994876,26.42007740278472,0.16,0.0,0.0,0.32937651538761664,5.661296368324283,4,0,0,8.234412884690418,101.57251232699065,1,114.369619,35.406559
2.0,2.0,3.0,0.9574271077563381,2.661524961126711,0.0,0.0,0.0,0.1885618083164127,0.32840836223455105,3.2,2.8,20.0,1.3403979508588735,26.33462215910907,0.44,0.16,0.0,0.36123245824384176,5.603257187552986,11,4,0,9.030811456096044,100.55965840216038,1,114.369625,35.406596
3.0,2.0,3.0,0.816496580927726,2.63522295071973,0.2,0.2,0.0,0.19148542155126763,0.3264455033641399,70.4,3.0,20.0,25.500174291343363,26.83958816541135,13.44,0.44,0.0,4.973994594108665,5.84316542002727,336,11,0,124.3498648527166,110.44756946171337,1,114.36963,35.406619
2.0,2.0,3.0,0.6871842709362768,2.615865590467038,-0.2,0.0,0.0,0.213437474581095,0.3243387908426119,31.8,3.2,20.0,25.793388472414577,26.588472056484033,-7.7200000000000015,0.16,0.0,6.260905152877924,5.89898894362141,-193,4,0,156.52262882194808,112.62265473975707,1,114.369624,35.406643
2.0,2.0,3.0,0.4714045207910317,2.620271138286871,0.0,0.0,0.0,0.213437474581095,0.3243387908426119,28.8,28.8,20.2,25.008642950432602,26.338119863570327,-0.6,0.16,0.0,6.279263934216777,5.900411502254722,-15,4,0,156.9815983554194,112.63484122894543,1,114.369628,35.406637
3.0,2.0,3.0,0.4714045207910317,2.6090959691509834,0.2,0.0,0.0,0.16329931618554522,0.3243387908426119,25.4,28.8,20.2,22.929287433808806,25.98992815907812,-0.6800000000000004,0.16,0.0,6.285432894134394,5.6962904863728125,-17,4,0,157.13582235335986,112.64318326410533,1,114.369647,35.406613
4.0,3.0,3.0,0.7453559924999298,2.5568507157181237,0.2,0.2,0.0,0.14907119849998599,0.3205390953257936,20.2,28.8,20.2,20.298905279732594,25.631714948160077,-1.0399999999999998,-0.6,0.0,6.322868547318271,5.698731471548,-26,-15,0,158.07171368295678,112.68701317069237,1,114.369698,35.406592
5.0,3.0,3.0,1.0671873729054748,2.5568507157181237,0.2,0.2,0.0,0.1527525231651947,0.31716288175369,20.6,28.8,20.2,17.287246422981568,25.216406340837086,0.0800000000000004,-0.6,0.0,6.3261889528109,5.698726098296772,2,-15,0,158.1547238202725,112.6817179056701,1,114.369754,35.406582
4.0,4.0,3.0,1.1055415967851334,2.5568507157181237,-0.2,0.2,0.0,0.17950549357115014,0.3175344080620274,20.8,25.4,20.2,4.47064499447973,25.052081497287748,0.0399999999999998,-0.6,0.0,2.74193767657513,5.5493255035821605,1,-15,0,68.54844191437824,106.34886697615846,1,114.369846,35.406562
5.0,4.0,3.0,1.0671873729054748,2.5691512712406586,0.2,0.2,0.0,0.1527525231651947,0.31680710106989063,20.2,20.8,20.2,3.291740505500936,23.33363033717349,-0.1200000000000002,-0.1200000000000002,0.0,0.4141926551202418,4.681513942861099,-3,-3,0,10.354816378006046,95.32657802668459,1,114.369915,35.406548
5.0,5.0,3.0,0.7453559924999298,2.580797393533003,0.0,0.2,0.0,0.1527525231651947,0.31680710106989063,21.0,20.8,20.2,1.8272626764887656,23.331938640326566,0.1600000000000001,0.0399999999999998,0.0,0.44467216388406117,4.444921574661608,4,1,0,11.116804097101529,91.2967496756902,1,114.369984,35.406534
5.0,5.0,3.0,0.4714045207910317,2.580797393533003,0.0,0.2,0.0,0.14907119849998599,0.3089944887659714,20.2,20.6,20.2,0.32145502536643233,22.36647688635642,-0.1600000000000001,0.0399999999999998,0.0,0.4030991055421593,4.170853178787992,-4,1,0,10.077477638553983,89.5956828750697,1,114.370052,35.406522
4.0,5.0,3.0,0.4714045207910317,2.5712454851428244,-0.2,0.0,0.0,0.16329931618554522,0.310182540764281,21.6,20.8,20.2,0.4853406592853685,22.353579110264004,0.2800000000000004,0.0800000000000004,0.0,0.15216949614017788,3.98106833685862,7,2,0,3.8042374035044424,86.05516233796469,1,114.37012,35.406511
3.0,5.0,3.0,0.7453559924999299,2.541466940552102,-0.2,0.0,0.0,0.14907119849998599,0.3098766495809054,20.8,20.8,20.2,0.48189440982669934,22.352205870258892,-0.1600000000000001,0.0399999999999998,0.0,0.16878651868229566,3.980405686734467,-4,1,0,4.2196629670573875,86.05694492653356,1,114.370185,35.406502
4.0,5.0,3.0,0.7453559924999298,2.4864105857486054,0.2,0.0,0.0,0.16329931618554522,0.3098766495809054,22.2,21.0,20.4,0.7211102550927981,22.35012796194727,0.2799999999999997,0.1600000000000001,0.0,0.1978776277287445,3.980521940799241,7,4,0,4.946940693218609,86.06222546093011,1,114.37021,35.406497
5.0,5.0,3.0,0.7453559924999298,2.4947464985990466,0.2,0.0,0.0,0.16329931618554522,0.2574350424076365,23.0,21.6,20.4,0.9285592184789413,20.7866434136442,0.1600000000000001,0.1600000000000001,0.0,0.18571184369578833,3.3676374289898567,4,4,0,4.642796092394707,80.20547430456251,1,114.370271,35.406483
4.0,4.0,3.0,0.6871842709362768,2.497211054891446,-0.2,0.0,0.0,0.17950549357115014,0.25769377782635716,19.6,21.6,20.2,1.1628509028341603,20.73828810721462,-0.6799999999999997,0.1600000000000001,0.0,0.33737549143679985,3.083662733737303,-17,4,0,8.434387285919996,76.94086666204542,1,114.370335,35.406471
5.0,4.0,4.0,0.6871842709362768,2.5094975303178284,0.2,0.2,0.0,0.2,0.25911220450011757,20.2,21.6,20.2,1.1628509028341603,20.517293087730355,0.1199999999999995,0.1600000000000001,0.0,0.3378362522485313,3.067356912941914,3,4,0,8.445906306213285,76.53339803637516,1,114.370402,35.406463
5.0,5.0,4.0,0.7453559924999298,2.4916623751568743,0.0,0.2,0.0,0.17950549357115014,0.24523830409113953,19.33333333333333,20.8,20.2,1.3374473567579275,20.30996219798908,-0.1444444444444445,0.1199999999999995,0.0,0.31549925597576595,3.067293899498633,15,4,0,9.94428926011753,76.56820315716843,1,114.370474,35.406452
5.0,5.0,4.0,0.4714045207910317,2.5016718746463873,0.0,0.2,0.0,0.14907119849998599,0.23873482867930598,19.8,20.2,20.2,1.3950529880639566,19.463997089691155,0.0933333333333337,0.1199999999999995,0.0,0.3176726494498774,3.0125351836187972,-17,4,0,12.061186600920418,75.22578087610549,1,114.370551,35.406441
5.0,5.0,4.0,0.372677996249965,2.5016718746463873,0.0,0.0,0.0,0.13743685418725535,0.2371297316513624,18.0,19.8,20.0,1.5101712763625914,18.673442111746272,-0.3600000000000001,0.0933333333333337,0.0,0.30329443968984393,3.0120389801948644,-9,3,0,11.800423721205947,75.21326848022669,1,114.370622,35.406433
4.0,5.0,4.0,0.4714045207910317,2.4916623751568743,-0.2,0.0,0.0,0.13743685418725535,0.23875630021328748,11.8,19.6,19.8,2.9088413543353226,18.694153455115103,-1.2399999999999998,-0.1444444444444445,0.0,0.47587461893785155,2.8336635653159803,-31,-9,0,14.895935314336219,70.74578822323215,1,114.370671,35.406438
4.0,5.0,4.0,0.4714045207910317,2.436427383060246,0.0,0.0,0.0,0.11547005383792516,0.23185025092196487,57.25,19.8,19.8,14.962807027286104,19.454017893714898,11.3625,0.0933333333333337,0.0,4.372417592982692,3.2446242005291572,170,3,0,67.82923820562601,74.60651618206214,1,114.370692,35.406453
3.0,5.0,3.0,0.7453559924999299,2.403060972526044,-0.2,0.0,0.0,0.09428090415820635,0.2318502509219649,3.4,19.33333333333333,19.6,16.928970393389168,19.575182771930574,-10.77,-0.1444444444444445,0.0,6.411049125159027,3.5827588342106513,-212,-9,0,111.22349871617358,80.31725348409265,1,114.370667,35.406436
2.0,4.0,3.0,1.0671873729054748,2.3924782812030814,-0.2,0.0,0.0,0.1,0.23233432538978235,19.8,19.8,19.6,16.919459950010225,19.55919573635283,3.28,0.0933333333333337,0.0,6.539632458253538,3.610525302012452,82,-9,0,116.79814020589349,80.87739735264411,1,114.370697,35.406452
5.0,4.0,3.0,1.0671873729054748,2.3721438642880965,0.6,0.0,0.0,0.282842712474619,0.24571686584816538,20.4,19.8,19.6,16.909852897053835,19.34128507696379,0.1199999999999995,0.1199999999999995,0.0,6.539435460789665,3.586348969747087,3,3,0,116.63154233168086,80.5588372503669,1,114.370761,35.406452
3.0,4.0,3.0,0.9574271077563381,2.3721438642880965,-0.3333333333333333,-0.2,0.0,0.30892086165461874,0.23560618376075387,16.166666666666668,19.8,19.6,16.991671207744655,19.342141416514487,-0.7055555555555552,0.1199999999999995,0.0,6.547380960254282,3.5302509704651626,-5,3,0,116.58675834854584,78.9859948944469,1,114.370828,35.406443
5.0,4.0,3.0,1.1055415967851334,2.3514701283890216,0.4,0.0,0.0,0.341384255460827,0.22712018616881063,17.0,19.8,19.33333333333333,16.604579959074062,18.594134791593717,0.1666666666666664,0.1666666666666664,0.0,6.511653498646631,3.352130337724806,-12,3,0,115.92622174852802,73.93311918912558,1,114.37089,35.406444
5.0,5.0,3.0,1.2133516482134197,2.3005607527315686,0.0,0.0,0.0,0.341384255460827,0.2253073048202509,26.0,19.8,19.33333333333333,6.9035797656177555,17.819002944861815,2.25,0.1666666666666664,0.0,4.601025535023349,3.3679723284220415,19,3,0,90.9238081521495,73.99823870219161,1,114.37096,35.406435
6.0,5.0,3.0,1.3743685418725535,2.230300579891155,0.2,0.2,0.0,0.3258417399692262,0.2253073048202509,19.4,19.8,19.33333333333333,3.1623020603648304,16.929967110547466,-1.3200000000000005,0.1666666666666664,0.0,1.618016576121384,3.3724424863844362,-7,3,0,32.262809686834295,73.99707487178753,1,114.371041,35.406424
6.0,5.0,3.0,1.0,2.1985280455544753,0.0,0.2,0.0,0.3016415991221828,0.22364022785352106,20.2,20.2,19.33333333333333,3.1659307137002566,15.982798427441166,0.1600000000000001,0.1600000000000001,0.0,1.1026801741799355,3.372618342347735,4,3,0,10.027739304327548,74.00433812112549,1,114.371129,35.406408
4.0,5.0,3.0,1.0671873729054746,2.0836043652996437,-0.4,0.0,0.0,0.2793290019994786,0.2284030857592513,21.8,20.2,19.33333333333333,3.24758694843638,14.923167165068403,0.3200000000000003,0.1666666666666664,0.0,1.1054421431995396,3.37296914908509,8,4,0,10.414999866645328,74.01620820656764,1,114.371225,35.40639
5.0,5.0,3.0,0.6871842709362768,2.058169830862373,0.2,0.2,0.0,0.24944382578492946,0.22364022785352106,19.2,20.2,19.2,2.8023799409311603,14.29250600577649,-0.5200000000000002,0.1666666666666664,0.0,1.0835887163369873,3.360281268014971,-13,4,0,11.567435132973756,73.67048427795596,1,114.371279,35.406379
6.0,6.0,3.0,0.7453559924999298,2.0992300084125883,0.1666666666666666,0.1666666666666666,0.0,0.2094230758330085,0.21761663411756474,16.666666666666668,20.2,19.2,2.8755461102369346,14.234365333078921,-0.4222222222222219,0.1600000000000001,0.0,1.1064283576275575,3.1612504259462133,4,4,0,10.307764064044152,68.00125516176556,1,114.371358,35.406365
5.0,6.0,3.0,0.7453559924999298,2.0808347185014187,-0.25,0.1666666666666666,0.0,0.23420801664701488,0.18903413914618922,24.5,20.2,19.33333333333333,2.419398200859252,14.14760040301832,1.958333333333333,0.1600000000000001,0.0,1.0123382061791337,3.167593637815472,-2,4,0,7.211102550927978,67.90040085857441,1,114.371448,35.406351
3.0,5.0,3.0,1.0671873729054748,2.038838577498974,-0.4,0.0,0.0,0.24914978884990172,0.19776777704974743,56.0,21.8,19.4,13.453299425497775,15.079156010986617,6.3,0.3200000000000003,0.0,2.379490479070316,3.2797209755282863,182,4,0,68.08267033540915,72.34296652642817,1,114.371464,35.406351
3.0,5.0,3.0,1.1055415967851332,1.9942246486417443,0.0,0.0,0.0,0.24914978884990172,0.19776777704974743,46.0,24.5,19.6,14.838094325413778,15.457099256488005,-1.6666666666666667,0.3200000000000003,0.0,2.6113494063183667,3.290689664572744,-4,4,0,68.66444171152602,72.3510441326308,1,114.371414,35.406362
3.0,5.0,3.0,1.2133516482134197,1.9468129694908094,0.0,0.0,0.0,0.21482479223317008,0.19776777704974743,71.0,46.0,19.8,20.260803397718156,16.98073337242139,6.25,1.958333333333333,0.0,3.220107550293861,3.393751147002637,8,4,0,68.66444171152602,72.34781319837315,1,114.371363,35.40637
4.0,4.0,4.0,1.1547005383792515,1.899634720750253,0.2,0.0,0.0,0.21482479223317008,0.1994776167341592,56.2,56.0,19.8,18.914039628321827,17.56157495026142,-2.9599999999999995,1.958333333333333,0.0,3.637574832240691,3.424845268659655,-3,4,0,67.73580212036238,72.35353631722926,1,114.371312,35.406377
